player_name,pos,birth_date,Year1,Age1,DOM1,DOM+1,PDOM1,PDOM+1,RDOM1,RDOM+1,Year2,Age2,DOM2,DOM+2,PDOM2,PDOM+2,RDOM2,RDOM+2,Year3,Age3,DOM3,DOM+3,PDOM3,PDOM+3,RDOM3,RDOM+3,Year4,Age4,DOM4,DOM+4,PDOM4,PDOM+4,RDOM4,RDOM+4,birthday_parsed,birthdate_source_url
Adonai Mitchell,WR,2002-10-08,2021,18.9,0.108,0.108,0.0,0.0,0.0,0.0,2022,19.9,0.063,0.063,0.0,0.0,0.0,0.0,2023,20.9,0.0,0.0,0.0,0.0,0.0,0.0,2023,20.9,0.324,0.308,0.0,0.0,0.0,0.0,2002-10-08,https://www.pro-football-reference.com/players/M/MitcAd00.htm
Adrian Arrington,WR,1985-11-07,2004,18.82,0.002,0.002,0.0,0.0,0.0,0.0,2006,20.82,0.289,0.289,0.0,0.0,0.0,0.0,2007,21.82,0.314,0.314,0.022,0.022,0.0,0.0,,,,,,,,,1985-11-07,https://www.pro-football-reference.com/players/A/ArriAd00.htm
Adrian Madise,WR,1980-03-23,2001,21.44,0.329,0.23,0.0,0.0,0.0,0.0,2002,22.44,0.214,0.15,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1980-03-23,https://www.pro-football-reference.com/players/M/MadiAd00.htm
Adrian McPherson,QB,1983-05-08,2001,18.32,0.003,0.003,0.072,0.069,0.0,0.0,2002,19.32,0.03,0.029,0.394,0.375,0.0,0.0,,,,,,,,,,,,,,,,,1983-05-08,https://en.wikipedia.org/wiki/Adrian_McPherson
Adrian Peterson,RB,1979-07-01,2004,25.17,0.002,0.002,0.0,0.0,0.0,0.0,2005,26.17,0.959,0.911,0.0,0.0,0.0,0.0,2005,26.17,0.012,0.011,0.0,0.0,0.0,0.0,2006,27.17,0.461,0.438,0.0,0.0,0.0,0.0,1979-07-01,https://www.pro-football-reference.com/players/P/PeteAd00.htm
Adrien Robinson,TE,1988-09-23,2008,19.94,0.0,0.0,0.0,0.0,0.0,0.0,2009,20.94,0.0,0.0,0.0,0.0,0.0,0.0,2010,21.94,0.0,0.0,0.0,0.0,0.0,0.0,2011,22.94,0.0,0.0,0.0,0.0,0.0,0.0,1988-09-23,https://www.pro-football-reference.com/players/R/RobiAd00.htm
Ahmaad Galloway,RB,1980-03-10,2000,20.48,0.674,0.674,0.0,0.0,0.0,0.0,2000,20.48,0.013,0.013,0.0,0.0,0.0,0.0,2001,21.48,0.005,0.005,0.0,0.0,0.0,0.0,2001,21.48,0.406,0.406,0.0,0.0,0.0,0.0,1980-03-10,https://en.wikipedia.org/wiki/Ahmaad_Galloway
Ahmad Bradshaw,RB,1986-03-19,2004,18.46,0.09,0.063,0.0,0.0,0.0,0.0,2005,19.46,0.596,0.417,0.0,0.0,0.0,0.0,2005,19.46,0.126,0.088,0.0,0.0,0.0,0.0,2006,20.45,0.933,0.653,0.0,0.0,0.0,0.0,1986-03-19,https://www.pro-football-reference.com/players/B/BradAh00.htm
Aidan O'Connell,QB,1998-09-01,2019,21.0,-0.001,-0.001,0.286,0.286,0.0,0.0,2020,22.0,-0.017,-0.017,0.48,0.48,0.0,0.0,2021,23.0,0.001,0.001,0.802,0.802,0.0,0.0,2022,24.0,0.009,0.009,0.87,0.87,0.0,0.0,1998-09-01,https://en.wikipedia.org/wiki/Aidan_O'Connell
Ainias Smith,WR,2001-05-31,2019,18.25,0.009,0.009,0.0,0.0,0.0,0.0,2019,18.25,0.109,0.109,0.0,0.0,0.0,0.0,2020,19.26,0.163,0.163,0.0,0.0,0.0,0.0,2020,19.26,0.27,0.27,0.0,0.0,0.0,0.0,2001-05-31,https://www.pro-football-reference.com/players/S/SmitAi00.htm
Airese Currie,WR,1982-11-16,2001,18.79,0.088,0.084,0.0,0.0,0.0,0.0,2001,18.79,-0.001,-0.001,0.0,0.0,0.0,0.0,2002,19.79,0.138,0.131,0.0,0.0,0.0,0.0,2002,19.79,0.003,0.003,0.0,0.0,0.0,0.0,1982-11-16,https://www.pro-football-reference.com/players/C/CurrAi00.htm
Alan Bonner,WR,1990-11-05,2017,26.82,0.001,0.001,0.022,0.016,0.0,0.0,2018,27.82,0.005,0.003,0.04,0.031,0.0,0.0,2019,28.82,0.013,0.01,0.265,0.201,0.0,0.0,2019,28.82,0.005,0.003,0.265,0.201,0.0,0.0,1990-11-05,https://en.wikipedia.org/wiki/Alan_Bonner
Albert Okwuegbunam,TE,1998-04-25,2017,19.35,0.177,0.177,0.0,0.0,0.0,0.0,2018,20.35,0.171,0.171,0.0,0.0,0.0,0.0,2019,21.35,0.234,0.234,0.0,0.0,0.0,0.0,,,,,,,,,1998-04-25,https://www.pro-football-reference.com/players/O/OkwuAl00.htm
Aldrick Robinson,WR,1988-09-24,2007,18.93,0.027,0.019,0.0,0.0,0.0,0.0,2008,19.94,0.35,0.245,0.0,0.0,0.0,0.0,2009,20.94,0.223,0.156,0.0,0.0,0.0,0.0,2010,21.94,0.394,0.276,0.0,0.0,0.0,0.0,1988-09-24,https://www.pro-football-reference.com/players/R/RobiAl00.htm
Alec Pierce,WR,2000-05-02,2019,19.33,0.18,0.153,0.0,0.0,0.0,0.0,2020,20.33,0.141,0.12,0.0,0.0,0.0,0.0,2021,21.33,0.252,0.214,0.0,0.0,0.0,0.0,,,,,,,,,2000-05-02,https://www.pro-football-reference.com/players/P/PierAl00.htm
Alex Armah,RB,1994-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-05-17,https://www.pro-football-reference.com/players/A/ArmaAl00.htm
Alex Bannister,WR,1979-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-04-23,https://www.pro-football-reference.com/players/B/BannAl00.htm
Alex Brink,QB,1985-06-02,2004,19.25,0.0,0.0,0.422,0.253,0.0,0.0,2005,20.25,0.057,0.034,0.954,0.572,0.0,0.0,2006,21.25,0.045,0.027,0.878,0.527,0.0,0.0,2006,21.25,0.022,0.013,0.878,0.527,0.0,0.0,1985-06-02,https://en.wikipedia.org/wiki/Alex_Brink
Alex Collins,RB,1994-08-26,2013,19.02,0.421,0.421,0.0,0.0,0.0,0.0,2013,19.02,0.018,0.018,0.0,0.0,0.0,0.0,2014,20.02,0.511,0.511,0.0,0.0,0.0,0.0,2014,20.02,0.002,0.002,0.0,0.0,0.0,0.0,1994-08-26,https://www.pro-football-reference.com/players/C/CollAl00.htm
Alex Green,RB,1988-06-23,2009,21.19,0.0,0.0,0.0,0.0,0.0,0.0,2009,21.19,0.0,0.0,0.0,0.0,0.0,0.0,2010,22.19,0.0,0.0,0.0,0.0,0.0,0.0,2010,22.19,0.0,0.0,0.0,0.0,0.0,0.0,1988-06-23,https://www.pro-football-reference.com/players/G/GreeAl00.htm
Alex McGough,QB,1995-11-19,2014,18.78,0.156,0.109,0.883,0.618,0.0,0.0,2015,19.78,0.088,0.062,0.977,0.684,0.0,0.0,2016,20.79,0.127,0.089,0.69,0.483,0.0,0.0,2017,21.79,0.17,0.119,0.909,0.636,0.0,0.0,1995-11-19,https://en.wikipedia.org/wiki/Alex_McGough
Alex Smith,QB,1982-05-22,2001,19.28,0.004,0.002,0.0,0.0,0.0,0.0,2002,20.28,0.168,0.101,0.0,0.0,0.0,0.0,2002,20.28,-0.002,-0.002,0.001,0.001,0.0,0.0,2003,21.28,0.17,0.102,0.0,0.0,0.0,0.0,1982-05-22,https://www.pro-football-reference.com/players/S/SmitAl02.htm
Alex Smith,TE,1982-05-22,2001,19.28,0.004,0.002,0.0,0.0,0.0,0.0,2002,20.28,0.168,0.101,0.0,0.0,0.0,0.0,2002,20.28,-0.002,-0.002,0.001,0.001,0.0,0.0,2003,21.28,0.17,0.102,0.0,0.0,0.0,0.0,1982-05-22,https://www.pro-football-reference.com/players/S/SmitAl02.htm
Alexander Mattison,RB,1998-06-19,2016,18.2,0.114,0.086,0.0,0.0,0.0,0.0,2016,18.2,0.007,0.005,0.0,0.0,0.0,0.0,2017,19.2,0.058,0.044,0.0,0.0,0.0,0.0,2017,19.2,0.378,0.288,0.0,0.0,0.0,0.0,1998-06-19,https://www.pro-football-reference.com/players/M/MattAl01.htm
Alfred Blue,RB,1991-04-27,2010,19.35,0.075,0.075,0.0,0.0,0.0,0.0,2010,19.35,0.0,0.0,0.0,0.0,0.0,0.0,2011,20.35,-0.001,-0.001,0.0,0.0,0.0,0.0,2011,20.35,0.293,0.293,0.0,0.0,0.0,0.0,1991-04-27,https://www.pro-football-reference.com/players/B/BlueAl00.htm
Alfred Morris,RB,1988-12-12,2008,19.72,0.003,0.003,0.0,0.0,0.0,0.0,2009,20.72,0.419,0.318,0.0,0.0,0.0,0.0,2009,20.72,0.055,0.042,0.0,0.0,0.0,0.0,2010,21.72,0.391,0.298,0.0,0.0,0.0,0.0,1988-12-12,https://www.pro-football-reference.com/players/M/MorrAl00.htm
Alge Crumpler,TE,1977-12-23,2000,22.69,0.104,0.099,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1977-12-23,https://www.pro-football-reference.com/players/C/CrumAl00.htm
Alizé Mack,,1997-03-29,2015,18.43,0.0,0.0,0.0,0.0,0.0,0.0,2017,20.43,0.0,0.0,0.0,0.0,0.0,0.0,2018,21.43,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1997-03-29,https://en.wikipedia.org/wiki/Aliz%C3%A9_Mack
Allen Bradford,RB,1988-08-31,2006,18.0,0.023,0.014,0.0,0.0,0.0,0.0,2006,18.0,0.021,0.013,0.0,0.0,0.0,0.0,2007,19.0,0.036,0.022,0.0,0.0,0.0,0.0,2007,19.0,0.02,0.012,0.0,0.0,0.0,0.0,1988-08-31,https://www.pro-football-reference.com/players/B/BradAl00.htm
Allen Patrick,RB,1927-03-17,2005,78.46,0.132,0.125,0.0,0.0,0.0,0.0,2005,78.46,0.002,0.002,0.0,0.0,0.0,0.0,2006,79.46,0.233,0.221,0.0,0.0,0.0,0.0,2007,80.46,0.021,0.02,0.0,0.0,0.0,0.0,1927-03-17,https://en.wikipedia.org/wiki/Patrick_Allen_(actor)
Allen Robinson,WR,1993-08-24,2011,18.02,0.006,0.006,0.0,0.0,0.0,0.0,2012,19.02,0.384,0.384,0.0,0.0,0.0,0.0,2013,20.02,0.006,0.006,0.0,0.0,0.0,0.0,2013,20.02,0.373,0.373,0.0,0.0,0.0,0.0,1993-08-24,https://www.pro-football-reference.com/players/R/RobiAl02.htm
Alshon Jeffery,WR,1990-02-14,2009,19.55,0.296,0.296,0.0,0.0,0.0,0.0,2010,20.54,0.423,0.423,0.0,0.0,0.0,0.0,2011,21.54,0.372,0.372,0.0,0.0,0.0,0.0,,,,,,,,,1990-02-14,https://www.pro-football-reference.com/players/J/JeffAl00.htm
Alvin Kamara,RB,1995-07-25,2015,20.1,0.341,0.341,0.005,0.005,0.0,0.0,2015,20.1,0.145,0.145,0.005,0.005,0.0,0.0,2016,21.11,0.257,0.257,0.0,0.0,0.0,0.0,2016,21.11,0.135,0.135,0.0,0.0,0.0,0.0,1995-07-25,https://www.pro-football-reference.com/players/K/KamaAl00.htm
Alvin Pearman,RB,1982-08-10,2001,19.06,0.112,0.106,0.0,0.0,0.0,0.0,2001,19.06,0.086,0.081,0.0,0.0,0.0,0.0,2002,20.06,0.03,0.028,0.0,0.0,0.0,0.0,2002,20.06,0.116,0.11,0.0,0.0,0.0,0.0,1982-08-10,https://www.pro-football-reference.com/players/P/PearAl00.htm
Amara Darboh,WR,1994-02-01,2014,20.58,0.216,0.216,0.0,0.0,0.0,0.0,2015,21.58,0.0,0.0,0.0,0.0,0.0,0.0,2015,21.58,0.237,0.237,0.0,0.0,0.0,0.0,2016,22.58,0.331,0.331,0.0,0.0,0.0,0.0,1994-02-01,https://www.pro-football-reference.com/players/D/DarbAm00.htm
Amari Cooper,WR,1994-06-17,2012,18.21,0.341,0.341,0.0,0.0,0.0,0.0,2013,19.21,0.004,0.004,0.0,0.0,0.0,0.0,2013,19.21,0.181,0.181,0.0,0.0,0.0,0.0,2014,20.21,0.003,0.003,0.0,0.0,0.0,0.0,1994-06-17,https://www.pro-football-reference.com/players/C/CoopAm00.htm
Amari Rodgers,WR,1999-09-23,2017,17.94,0.019,0.018,0.0,0.0,0.0,0.0,2017,17.94,-0.001,-0.001,0.0,0.0,0.0,0.0,2018,18.94,0.123,0.117,0.0,0.0,0.0,0.0,2018,18.94,0.001,0.001,0.0,0.0,0.0,0.0,1999-09-23,https://www.pro-football-reference.com/players/R/RodgAm00.htm
Ameer Abdullah,RB,1993-06-13,2011,18.22,0.003,0.003,0.0,0.0,0.0,0.0,2011,18.22,0.151,0.151,0.0,0.0,0.0,0.0,2012,19.22,0.072,0.072,0.0,0.0,0.0,0.0,2012,19.22,0.362,0.362,0.0,0.0,0.0,0.0,1993-06-13,https://www.pro-football-reference.com/players/A/AbduAm00.htm
Amon-Ra St. Brown,WR,1997-06-30,2018,21.17,0.209,0.199,0.0,0.0,0.0,0.0,2018,21.17,0.002,0.001,0.0,0.0,0.0,0.0,2019,22.17,0.021,0.02,0.0,0.0,0.0,0.0,2019,22.17,0.205,0.195,0.0,0.0,0.0,0.0,1997-06-30,https://www.pro-football-reference.com/players/B/BrowAJ00.htm
Andre Brown,RB,1986-12-15,2005,18.71,0.36,0.342,0.0,0.0,0.0,0.0,2005,18.71,0.017,0.016,0.0,0.0,0.0,0.0,2006,19.71,0.35,0.333,0.0,0.0,0.0,0.0,2006,19.71,0.012,0.011,0.0,0.0,0.0,0.0,1986-12-15,https://www.pro-football-reference.com/players/B/BrowAn03.htm
Andre Caldwell,WR,1985-04-15,2003,18.38,0.0,0.0,0.005,0.005,0.0,0.0,2003,18.38,0.027,0.027,0.005,0.005,0.0,0.0,2004,19.38,0.158,0.158,0.0,0.0,0.0,0.0,2005,20.38,0.037,0.037,0.0,0.0,0.0,0.0,1985-04-15,https://www.pro-football-reference.com/players/C/CaldAn00.htm
Andre Debose,WR,1990-09-12,2010,19.97,0.002,0.002,0.0,0.0,0.0,0.0,2010,19.97,0.02,0.02,0.0,0.0,0.0,0.0,2011,20.97,0.243,0.243,0.0,0.0,0.0,0.0,2011,20.97,0.001,0.001,0.0,0.0,0.0,0.0,1990-09-12,https://en.wikipedia.org/wiki/Andre_Debose
Andre Ellington,RB,1989-02-03,2009,20.57,0.178,0.169,0.0,0.0,0.0,0.0,2009,20.57,0.01,0.01,0.0,0.0,0.0,0.0,2010,21.57,0.429,0.408,0.0,0.0,0.0,0.0,2010,21.57,0.051,0.048,0.0,0.0,0.0,0.0,1989-02-03,https://www.pro-football-reference.com/players/E/ElliAn00.htm
Andre Johnson HOF,WR,1970-04-29,2000,30.34,0.0,0.0,0.0,0.0,0.0,0.0,2001,31.34,0.0,0.0,0.0,0.0,0.0,0.0,2001,31.34,0.0,0.0,0.0,0.0,0.0,0.0,2002,32.34,0.0,0.0,0.0,0.0,0.0,0.0,1970-04-29,https://en.wikipedia.org/wiki/Andre_Agassi
Andre King,WR,1973-11-26,2000,26.77,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1973-11-26,https://en.wikipedia.org/wiki/Andre_King
Andre Roberts,WR,1988-01-09,2000,12.65,0.001,0.001,0.0,0.0,0.0,0.0,2000,12.65,0.047,0.044,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1988-01-09,https://www.pro-football-reference.com/players/R/RobeAn00.htm
Andre Williams,RB,1992-08-28,2000,8.01,0.034,0.032,0.0,0.0,0.0,0.0,2000,8.01,0.003,0.003,0.0,0.0,0.0,0.0,2001,9.01,0.004,0.004,0.0,0.0,0.0,0.0,2001,9.01,0.171,0.162,0.0,0.0,0.0,0.0,1992-08-28,https://www.pro-football-reference.com/players/W/WillAn00.htm
Andre Woodson,QB,1984-04-25,2004,20.35,0.0,0.0,0.244,0.244,0.0,0.0,2005,21.35,0.048,0.048,0.943,0.943,0.0,0.0,2005,21.35,0.001,0.001,0.943,0.943,0.0,0.0,2006,22.35,-0.003,-0.003,0.989,0.989,0.0,0.0,1984-04-25,https://en.wikipedia.org/wiki/Andre'_Woodson
Andre' Davis,WR,1975-10-07,2000,24.9,0.0,0.0,0.0,0.0,0.0,0.0,2000,24.9,0.0,0.0,0.0,0.0,0.0,0.0,2001,25.9,0.0,0.0,0.0,0.0,0.0,0.0,2001,25.9,0.0,0.0,0.0,0.0,0.0,0.0,1975-10-07,https://www.pro-football-reference.com/players/D/DaviAn21.htm
Andrei Iosivas,WR,1999-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-10-15,https://www.pro-football-reference.com/players/I/IosiAn00.htm
Andrew Luck,QB,1989-09-12,2009,19.97,0.136,0.082,0.937,0.562,0.0,0.0,2009,19.97,0.002,0.001,0.937,0.562,0.0,0.0,2010,20.97,0.114,0.069,0.996,0.598,0.0,0.0,2011,21.97,0.002,0.002,0.972,0.924,0.0,0.0,1989-09-12,https://www.pro-football-reference.com/players/L/LuckAn00.htm
Andrew Ogletree,TE,1998-07-28,2010,12.1,-0.0,-0.0,0.0,0.0,0.0,0.0,2010,12.1,0.001,0.001,0.0,0.0,0.0,0.0,2011,13.1,0.004,0.004,0.0,0.0,0.0,0.0,2012,14.1,0.003,0.003,0.0,0.0,0.0,0.0,1998-07-28,https://www.pro-football-reference.com/players/O/OgleAn00.htm
Andrew Pinnock,RB,1980-03-12,2000,20.47,0.518,0.518,0.0,0.0,0.0,0.0,2000,20.47,0.008,0.008,0.0,0.0,0.0,0.0,2001,21.47,0.008,0.008,0.0,0.0,0.0,0.0,2001,21.47,0.566,0.566,0.0,0.0,0.0,0.0,1980-03-12,https://www.pro-football-reference.com/players/P/PinnAn00.htm
Andrew Quarless,TE,1988-10-06,2006,17.9,0.139,0.139,0.0,0.0,0.0,0.0,2007,18.9,0.091,0.091,0.0,0.0,0.0,0.0,2008,19.9,0.039,0.039,0.0,0.0,0.0,0.0,2009,20.9,0.147,0.147,0.0,0.0,0.0,0.0,1988-10-06,https://www.pro-football-reference.com/players/Q/QuarAn00.htm
Andrew Walter,QB,1982-05-11,2001,19.31,-0.004,-0.002,0.158,0.095,0.0,0.0,2002,20.31,-0.025,-0.015,0.907,0.544,0.0,0.0,2003,21.31,-0.019,-0.011,0.942,0.565,0.0,0.0,2004,22.31,-0.001,-0.001,0.842,0.505,0.0,0.0,1982-05-11,https://www.pro-football-reference.com/players/W/WaltAn00.htm
Andy Dalton,QB,1987-10-29,2007,19.84,0.005,0.004,0.811,0.617,0.0,0.0,2007,19.84,0.233,0.177,0.811,0.617,0.0,0.0,2008,20.84,0.368,0.28,0.822,0.624,0.0,0.0,2009,21.84,0.153,0.116,0.967,0.735,0.0,0.0,1987-10-29,https://www.pro-football-reference.com/players/D/DaltAn00.htm
