player_name,pos,Draft Capital,birth_date,breakout_age,Year1,Age1,DOM1,DOM+1,PDOM1,PDOM+1,RDOM1,RDOM+1,Speed1,BMI1,YPR1,Rec Yards1,Y/RR1,YAC/R1,aDOT1,CTPRR1,UCTPRR1,Drop Rate1,CC%1,Wide%1,Slot%1,elu1,Year2,Age2,DOM2,DOM+2,PDOM2,PDOM+2,RDOM2,RDOM+2,Speed2,BMI2,YPR2,Rec Yards2,Y/RR2,YAC/R2,aDOT2,CTPRR2,UCTPRR2,Drop Rate2,CC%2,Wide%2,Slot%2,elu2,Year3,Age3,DOM3,DOM+3,PDOM3,PDOM+3,RDOM3,RDOM+3,Speed3,BMI3,YPR3,Rec Yards3,Y/RR3,YAC/R3,aDOT3,CTPRR3,UCTPRR3,Drop Rate3,CC%3,Wide%3,Slot%3,elu3,Year4,Age4,DOM4,DOM+4,PDOM4,PDOM+4,RDOM4,RDOM+4,Speed4,BMI4,YPR4,Rec Yards4,Y/RR4,YAC/R4,aDOT4,CTPRR4,UCTPRR4,Drop Rate4,CC%4,Wide%4,Slot%4,birthday_parsed,birthdate_source_url
Adonai Mitchell,WR,2.0,2002-10-08,20.9,2021.0,18.9,0.108,0.108,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2022.0,19.9,0.063,0.063,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2023.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2023.0,20.9,0.324,0.308,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2002-10-08,https://www.pro-football-reference.com/players/M/MitcAd00.htm
Adrian Arrington,WR,7.0,1985-11-07,20.82,2004.0,18.82,0.002,0.002,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2006.0,20.82,0.289,0.289,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2007.0,21.82,0.314,0.314,0.022,0.022,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985-11-07,https://www.pro-football-reference.com/players/A/ArriAd00.htm
Adrian Madise,WR,5.0,1980-03-23,21.44,2001.0,21.44,0.329,0.23,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2002.0,22.44,0.214,0.15,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980-03-23,https://www.pro-football-reference.com/players/M/MadiAd00.htm
Ainias Smith,WR,5.0,2001-05-31,19.26,2019.0,18.25,0.009,0.009,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2019.0,18.25,0.109,0.109,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2020.0,19.26,0.163,0.163,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2020.0,19.26,0.27,0.27,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2001-05-31,https://www.pro-football-reference.com/players/S/SmitAi00.htm
Airese Currie,WR,5.0,1982-11-16,,2001.0,18.79,0.088,0.084,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2001.0,18.79,-0.001,-0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2002.0,19.79,0.138,0.131,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2002.0,19.79,0.003,0.003,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1982-11-16,https://www.pro-football-reference.com/players/C/CurrAi00.htm
Alan Bonner,WR,6.0,1990-11-05,,2017.0,26.82,0.001,0.001,0.022,0.016,0.0,0.0,,,,,,,,,,,,,,,2018.0,27.82,0.005,0.003,0.04,0.031,0.0,0.0,,,,,,,,,,,,,,,2019.0,28.82,0.013,0.01,0.265,0.201,0.0,0.0,,,,,,,,,,,,,,,2019.0,28.82,0.005,0.003,0.265,0.201,0.0,0.0,,,,,,,,,,,,,,1990-11-05,https://en.wikipedia.org/wiki/Alan_Bonner
Aldrick Robinson,WR,6.0,1988-09-24,19.94,2007.0,18.93,0.027,0.019,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2008.0,19.94,0.35,0.245,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2009.0,20.94,0.223,0.156,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2010.0,21.94,0.394,0.276,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1988-09-24,https://www.pro-football-reference.com/players/R/RobiAl00.htm
Alec Pierce,WR,2.0,2000-05-02,21.33,2019.0,19.33,0.18,0.153,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2020.0,20.33,0.141,0.12,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2021.0,21.33,0.252,0.214,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-05-02,https://www.pro-football-reference.com/players/P/PierAl00.htm
Alex Bannister,WR,5.0,1979-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-04-23,https://www.pro-football-reference.com/players/B/BannAl00.htm
Allen Robinson,WR,2.0,1993-08-24,19.02,2011.0,18.02,0.006,0.006,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2012.0,19.02,0.384,0.384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2013.0,20.02,0.006,0.006,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2013.0,20.02,0.373,0.373,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1993-08-24,https://www.pro-football-reference.com/players/R/RobiAl02.htm
Alshon Jeffery,WR,2.0,1990-02-14,19.55,2009.0,19.55,0.296,0.296,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2010.0,20.54,0.423,0.423,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2011.0,21.54,0.372,0.372,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-02-14,https://www.pro-football-reference.com/players/J/JeffAl00.htm
Amara Darboh,WR,3.0,1994-02-01,20.58,2014.0,20.58,0.216,0.216,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2015.0,21.58,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2015.0,21.58,0.237,0.237,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2016.0,22.58,0.331,0.331,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1994-02-01,https://www.pro-football-reference.com/players/D/DarbAm00.htm
Amari Cooper,WR,1.0,1994-06-17,18.21,2012.0,18.21,0.341,0.341,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2013.0,19.21,0.004,0.004,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2013.0,19.21,0.181,0.181,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2014.0,20.21,0.003,0.003,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1994-06-17,https://www.pro-football-reference.com/players/C/CoopAm00.htm
Amari Rodgers,WR,3.0,1999-09-23,,2017.0,17.94,0.019,0.018,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2017.0,17.94,-0.001,-0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2018.0,18.94,0.123,0.117,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2018.0,18.94,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1999-09-23,https://www.pro-football-reference.com/players/R/RodgAm00.htm
Amon-Ra St. Brown,WR,4.0,1997-06-30,21.17,2018.0,21.17,0.209,0.199,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2018.0,21.17,0.002,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2019.0,22.17,0.021,0.02,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2019.0,22.17,0.205,0.195,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1997-06-30,https://www.pro-football-reference.com/players/B/BrowAJ00.htm
Andre Caldwell,WR,3.0,1985-04-15,,2003.0,18.38,0.0,0.0,0.005,0.005,0.0,0.0,,,,,,,,,,,,,,,2003.0,18.38,0.027,0.027,0.005,0.005,0.0,0.0,,,,,,,,,,,,,,,2004.0,19.38,0.158,0.158,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2005.0,20.38,0.037,0.037,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1985-04-15,https://www.pro-football-reference.com/players/C/CaldAn00.htm
Andre Debose,WR,7.0,1990-09-12,20.97,2010.0,19.97,0.002,0.002,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2010.0,19.97,0.02,0.02,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2011.0,20.97,0.243,0.243,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2011.0,20.97,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1990-09-12,https://en.wikipedia.org/wiki/Andre_Debose
Andre Johnson HOF,WR,1.0,1970-04-29,,2000.0,30.34,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2001.0,31.34,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2001.0,31.34,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2002.0,32.34,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1970-04-29,https://en.wikipedia.org/wiki/Andre_Agassi
Andre King,WR,7.0,1973-11-26,,2000.0,26.77,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973-11-26,https://en.wikipedia.org/wiki/Andre_King
Andre Roberts,WR,3.0,1988-01-09,,2000.0,12.65,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2000.0,12.65,0.047,0.044,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988-01-09,https://www.pro-football-reference.com/players/R/RobeAn00.htm
Andre' Davis,WR,2.0,1975-10-07,,2000.0,24.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2000.0,24.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2001.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2001.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1975-10-07,https://www.pro-football-reference.com/players/D/DaviAn21.htm
Andrei Iosivas,WR,6.0,1999-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-10-15,https://www.pro-football-reference.com/players/I/IosiAn00.htm
Andy Isabella,WR,2.0,1996-11-18,,2015.0,18.78,0.005,0.003,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2015.0,18.78,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2016.0,19.79,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2016.0,19.79,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1996-11-18,https://www.pro-football-reference.com/players/I/IsabAn00.htm
Anquan Boldin,WR,2.0,1980-10-03,21.91,2000.0,19.91,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2000.0,19.91,0.155,0.148,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2002.0,21.91,0.412,0.391,0.037,0.035,0.0,0.0,,,,,,,,,,,,,,,2002.0,21.91,0.015,0.014,0.037,0.035,0.0,0.0,,,,,,,,,,,,,,1980-10-03,https://www.pro-football-reference.com/players/B/BoldAn00.htm
Anthony Gonzalez,WR,1.0,1984-09-18,,2004.0,19.95,0.114,0.114,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2005.0,20.95,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2005.0,20.95,0.152,0.152,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2006.0,21.95,0.005,0.005,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1984-09-18,https://www.pro-football-reference.com/players/G/GonzAn00.htm
Anthony Gould,WR,5.0,2001-04-06,,2021.0,20.41,0.059,0.056,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2021.0,20.41,0.035,0.033,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2022.0,21.4,0.182,0.173,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2022.0,21.4,0.002,0.002,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2001-04-06,https://www.pro-football-reference.com/players/G/GoulAn00.htm
Anthony Lucas,WR,4.0,2004-10-08,7.9,2011.0,6.9,0.134,0.101,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2012.0,7.9,0.473,0.359,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-10-08,https://en.wikipedia.org/wiki/Anthony_Lucas_(defensive_end)
Anthony Miller,WR,2.0,1994-10-09,,2000.0,5.9,0.099,0.069,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2001.0,6.9,0.049,0.034,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2001.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2008.0,13.9,0.02,0.012,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1994-10-09,https://www.pro-football-reference.com/players/M/MillAn02.htm
Anthony Schwartz,WR,3.0,2000-09-05,,2018.0,17.99,0.109,0.109,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2018.0,17.99,0.156,0.156,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2019.0,18.99,0.072,0.072,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2019.0,18.99,0.107,0.107,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2000-09-05,https://www.pro-football-reference.com/players/S/SchwAn00.htm
Antoine Green,WR,7.0,1999-11-15,,2018.0,18.8,0.008,0.008,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2019.0,19.79,0.055,0.052,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2020.0,20.8,0.021,0.02,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2021.0,21.8,0.188,0.179,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1999-11-15,https://www.pro-football-reference.com/players/G/GreeAn00.htm
Antonio Brown,WR,6.0,1978-03-03,,2000.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2000.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2001.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2001.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1978-03-03,https://www.pro-football-reference.com/players/B/BrowAn01.htm
Antonio Bryant,WR,2.0,1981-03-09,,2000.0,19.48,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2001.0,20.48,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981-03-09,https://www.pro-football-reference.com/players/B/BryaAn00.htm
Antonio Callaway,WR,4.0,1997-01-09,18.64,2015.0,18.64,0.003,0.003,0.025,0.025,0.0,0.0,,,,,,,,,,,,,,,2015.0,18.64,0.217,0.217,0.025,0.025,0.0,0.0,,,,,,,,,,,,,,,2016.0,19.64,0.033,0.033,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2016.0,19.64,0.212,0.212,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1997-01-09,https://www.pro-football-reference.com/players/C/CallAn00.htm
Antonio Gandy-Golden,WR,4.0,1998-04-11,,2018.0,20.39,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2019.0,21.39,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-04-11,https://www.pro-football-reference.com/players/G/GandAn00.htm
Antwaan Randle El,WR,2.0,1979-08-17,21.04,2000.0,21.04,0.925,0.925,0.924,0.924,0.0,0.0,,,,,,,,,,,,,,,2001.0,22.04,0.008,0.008,0.906,0.906,0.0,0.0,,,,,,,,,,,,,,,2001.0,22.04,0.664,0.664,0.906,0.906,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-08-17,https://en.wikipedia.org/wiki/Antwaan_Randle_El
ArDarius Stewart,WR,3.0,1993-12-08,,2014.0,20.73,0.019,0.019,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2015.0,21.73,0.002,0.002,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2015.0,21.73,0.194,0.194,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2016.0,22.73,0.011,0.011,0.006,0.006,0.0,0.0,,,,,,,,,,,,,,1993-12-08,https://www.pro-football-reference.com/players/S/StewAr00.htm
Arian Smith,WR,4.0,2001-10-11,,2020.0,18.89,-0.002,-0.002,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2020.0,18.89,0.044,0.044,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2021.0,19.89,0.039,0.039,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2021.0,19.89,0.002,0.002,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2001-10-11,https://www.pro-football-reference.com/players/S/SmitAr01.htm
Arman Shields,WR,4.0,1985-07-10,21.14,2006.0,21.14,-0.002,-0.002,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2006.0,21.14,0.223,0.211,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2007.0,22.14,0.179,0.17,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2008.0,23.15,0.024,0.023,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1985-07-10,
Armanti Edwards,WR,3.0,1988-03-08,,2011.0,23.48,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988-03-08,https://www.pro-football-reference.com/players/E/EdwaAr00.htm
Arnaz Battle,WR,6.0,1980-02-22,,2000.0,20.53,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2001.0,21.52,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2001.0,21.52,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2002.0,22.52,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1980-02-22,https://www.pro-football-reference.com/players/B/BattAr00.htm
Arrelious Benn,WR,2.0,1988-09-08,18.98,2007.0,18.98,0.221,0.221,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2007.0,18.98,0.036,0.036,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2008.0,19.98,0.231,0.231,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2008.0,19.98,0.061,0.061,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1988-09-08,https://www.pro-football-reference.com/players/B/BennAr00.htm
Ashley Lelie,WR,1.0,1980-02-16,,2000.0,20.54,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2001.0,21.54,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980-02-16,https://www.pro-football-reference.com/players/L/LeliAs00.htm
Auden Tate,WR,7.0,1997-02-03,20.57,2016.0,19.58,0.19,0.181,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2017.0,20.57,0.346,0.328,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-02-03,https://www.pro-football-reference.com/players/T/TateAu00.htm
Aundrae Allison,WR,5.0,1986-04-20,19.37,2005.0,19.37,0.012,0.008,0.007,0.005,0.0,0.0,,,,,,,,,,,,,,,2005.0,19.37,0.432,0.302,0.007,0.005,0.0,0.0,,,,,,,,,,,,,,,2006.0,20.37,-0.002,-0.001,0.044,0.031,0.0,0.0,,,,,,,,,,,,,,,2006.0,20.37,0.271,0.19,0.044,0.031,0.0,0.0,,,,,,,,,,,,,,1986-04-20,https://www.pro-football-reference.com/players/A/AlliAu00.htm
Austin Collie,WR,4.0,1985-11-11,18.81,2004.0,18.81,0.348,0.264,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2007.0,21.8,0.257,0.195,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2007.0,21.8,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2008.0,22.81,0.405,0.308,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1985-11-11,https://www.pro-football-reference.com/players/C/CollAu00.htm
