player_name,pos,Draft Capital,birth_date,breakout_age,Year1,Age1,DOM1,DOM+1,PDOM1,PDOM+1,RDOM1,RDOM+1,Speed1,BMI1,YPC1,YCO/A1,MTF/A1,Break%1,elu1,Year2,Age2,DOM2,DOM+2,PDOM2,PDOM+2,RDOM2,RDOM+2,Speed2,BMI2,YPC2,YCO/A2,MTF/A2,Break%2,elu2,Year3,Age3,DOM3,DOM+3,PDOM3,PDOM+3,RDOM3,RDOM+3,Speed3,BMI3,YPC3,YCO/A3,MTF/A3,Break%3,elu3,Year4,Age4,DOM4,DOM+4,PDOM4,PDOM+4,RDOM4,RDOM+4,Speed4,BMI4,YPC4,YCO/A4,MTF/A4,Break%4,birthday_parsed,birthdate_source_url
Brian Hill,RB,5.0,1995-11-09,18.81,2014.0,18.81,0.438,0.333,0.0,0.0,0.0,0.0,,,,,,,,2014.0,18.81,0.037,0.028,0.0,0.0,0.0,0.0,,,,,,,,2015.0,19.81,0.515,0.391,0.0,0.0,0.0,0.0,,,,,,,,2015.0,19.81,0.03,0.022,0.0,0.0,0.0,0.0,,,,,,,1995-11-09,https://www.pro-football-reference.com/players/H/HillBr02.htm
Brian Leonard,RB,2.0,1984-02-03,,2003.0,19.58,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2003.0,19.58,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2004.0,20.58,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2005.0,21.58,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1984-02-03,https://www.pro-football-reference.com/players/L/LeonBr00.htm
Brian Robinson Jr.,RB,3.0,1999-03-22,,2017.0,18.45,0.066,0.066,0.0,0.0,0.0,0.0,,,,,,,,2018.0,19.45,0.047,0.047,0.0,0.0,0.0,0.0,,,,,,,,2019.0,20.45,0.101,0.101,0.0,0.0,0.0,0.0,,,,,,,,2019.0,20.45,0.014,0.014,0.0,0.0,0.0,0.0,,,,,,,1999-03-22,https://www.pro-football-reference.com/players/R/RobiBr01.htm
Brian Westbrook,RB,3.0,1979-09-02,,2000.0,21.0,0.001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-09-02,https://www.pro-football-reference.com/players/W/WestBr00.htm
Brittain Brown,RB,7.0,1997-10-10,19.89,2017.0,19.89,0.029,0.028,0.0,0.0,0.0,0.0,,,,,,,,2017.0,19.89,0.345,0.328,0.0,0.0,0.0,0.0,,,,,,,,2018.0,20.89,0.023,0.022,0.0,0.0,0.0,0.0,,,,,,,,2018.0,20.89,0.106,0.101,0.0,0.0,0.0,0.0,,,,,,,1997-10-10,https://www.pro-football-reference.com/players/B/BrowBr06.htm
Brock Forsey,RB,6.0,1980-02-11,,2000.0,20.56,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2000.0,20.56,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2001.0,21.56,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2001.0,21.56,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1980-02-11,https://www.pro-football-reference.com/players/F/ForsBr00.htm
Bruce Perry,RB,7.0,1981-03-22,20.45,2001.0,20.45,0.151,0.144,0.0,0.0,0.0,0.0,,,,,,,,2001.0,20.45,0.642,0.61,0.0,0.0,0.0,0.0,,,,,,,,2002.0,21.45,0.013,0.012,0.0,0.0,0.0,0.0,,,,,,,,2002.0,21.45,0.097,0.092,0.0,0.0,0.0,0.0,,,,,,,1981-03-22,https://www.pro-football-reference.com/players/P/PerrBr01.htm
Bryce Brown,RB,7.0,1991-05-14,,2009.0,18.3,0.132,0.132,0.0,0.0,0.0,0.0,,,,,,,,2009.0,18.3,0.041,0.041,0.0,0.0,0.0,0.0,,,,,,,,2011.0,20.3,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,2011.0,20.3,0.004,0.004,0.0,0.0,0.0,0.0,,,,,,,1991-05-14,https://www.pro-football-reference.com/players/B/BrowBr02.htm
Bryce Love,RB,4.0,1997-07-08,19.15,2015.0,18.15,0.071,0.068,0.0,0.0,0.0,0.0,,,,,,,,2015.0,18.15,0.059,0.056,0.0,0.0,0.0,0.0,,,,,,,,2016.0,19.15,0.29,0.276,0.0,0.0,0.0,0.0,,,,,,,,2016.0,19.15,0.054,0.051,0.0,0.0,0.0,0.0,,,,,,,1997-07-08,https://en.wikipedia.org/wiki/Bryce_Love
Bucky Irving,RB,4.0,2002-08-19,19.04,2021.0,19.04,0.017,0.017,0.0,0.0,0.0,0.0,,,,,,,,2021.0,19.04,0.333,0.333,0.0,0.0,0.0,0.0,,,,,,,,2022.0,20.04,0.09,0.086,0.022,0.02,0.0,0.0,,,,,,,,2022.0,20.04,0.226,0.215,0.022,0.02,0.0,0.0,,,,,,,2002-08-19,https://www.pro-football-reference.com/players/I/IrviBu00.htm
C.J. Prosise,RB,3.0,1994-05-20,,2013.0,19.29,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2014.0,20.28,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2014.0,20.28,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2015.0,21.28,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1994-05-20,https://www.pro-football-reference.com/players/P/ProsC.00.htm
C.J. Spiller,RB,1.0,1987-08-05,19.07,2006.0,19.07,0.465,0.441,0.0,0.0,0.0,0.0,,,,,,,,2006.0,19.07,0.097,0.093,0.0,0.0,0.0,0.0,,,,,,,,2007.0,20.07,0.076,0.073,0.0,0.0,0.0,0.0,,,,,,,,2007.0,20.07,0.172,0.163,0.0,0.0,0.0,0.0,,,,,,,1987-08-05,https://www.pro-football-reference.com/players/S/SpilC.00.htm
Cadillac Williams,RB,1.0,1982-04-21,19.36,2001.0,19.36,0.031,0.031,0.0,0.0,0.0,0.0,,,,,,,,2001.0,19.36,0.407,0.407,0.0,0.0,0.0,0.0,,,,,,,,2002.0,20.36,0.006,0.006,0.0,0.0,0.0,0.0,,,,,,,,2002.0,20.36,0.434,0.434,0.0,0.0,0.0,0.0,,,,,,,1982-04-21,https://www.pro-football-reference.com/players/W/WillCa02.htm
Cam Akers,RB,2.0,1999-06-22,18.2,2017.0,18.2,0.047,0.044,0.009,0.009,0.0,0.0,,,,,,,,2017.0,18.2,0.367,0.349,0.009,0.009,0.0,0.0,,,,,,,,2018.0,19.2,0.072,0.069,0.0,0.0,0.0,0.0,,,,,,,,2018.0,19.2,0.259,0.246,0.0,0.0,0.0,0.0,,,,,,,1999-06-22,https://www.pro-football-reference.com/players/A/AkerCa00.htm
Cam Skattebo,RB,4.0,2002-02-05,21.57,2023.0,21.57,0.718,0.682,0.088,0.084,0.0,0.0,,,,,,,,2023.0,21.57,0.119,0.113,0.088,0.084,0.0,0.0,,,,,,,,2024.0,22.57,0.67,0.637,0.026,0.024,0.0,0.0,,,,,,,,2024.0,22.57,0.152,0.144,0.026,0.024,0.0,0.0,,,,,,,2002-02-05,https://www.pro-football-reference.com/players/S/SkatCa00.htm
Cameron Artis-Payne,RB,5.0,1990-06-23,23.19,2013.0,23.19,0.276,0.276,0.0,0.0,0.0,0.0,,,,,,,,2013.0,23.19,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,2014.0,24.19,0.552,0.552,0.0,0.0,0.0,0.0,,,,,,,,2014.0,24.19,0.025,0.025,0.0,0.0,0.0,0.0,,,,,,,1990-06-23,https://en.wikipedia.org/wiki/Cameron_Artis-Payne
Carlos Hyde,RB,2.0,1990-09-20,20.95,2010.0,19.95,0.024,0.024,0.0,0.0,0.0,0.0,,,,,,,,2011.0,20.95,0.022,0.022,0.0,0.0,0.0,0.0,,,,,,,,2011.0,20.95,0.338,0.338,0.0,0.0,0.0,0.0,,,,,,,,2012.0,21.95,0.041,0.041,0.0,0.0,0.0,0.0,,,,,,,1990-09-20,https://www.pro-football-reference.com/players/H/HydeCa00.htm
Casey Cramer,RB,7.0,1982-01-05,,2016.0,34.66,0.054,0.041,0.077,0.059,0.0,0.0,,,,,,,,2016.0,34.66,-0.001,-0.001,0.077,0.059,0.0,0.0,,,,,,,,2017.0,35.66,0.066,0.05,0.019,0.015,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1982-01-05,https://www.pro-football-reference.com/players/C/CramCa00.htm
Casey Moore,RB,7.0,1980-07-26,,2000.0,20.1,0.118,0.071,0.0,0.0,0.0,0.0,,,,,,,,2000.0,20.1,0.072,0.043,0.0,0.0,0.0,0.0,,,,,,,,2001.0,21.1,0.026,0.016,0.0,0.0,0.0,0.0,,,,,,,,2001.0,21.1,0.096,0.058,0.0,0.0,0.0,0.0,,,,,,,1980-07-26,https://en.wikipedia.org/wiki/Casey_Moore
Cedric Benson,RB,1.0,1982-12-28,18.68,2001.0,18.68,0.053,0.05,0.0,0.0,0.0,0.0,,,,,,,,2001.0,18.68,0.406,0.386,0.0,0.0,0.0,0.0,,,,,,,,2002.0,19.68,0.018,0.017,0.0,0.0,0.0,0.0,,,,,,,,2002.0,19.68,0.43,0.408,0.0,0.0,0.0,0.0,,,,,,,1982-12-28,https://www.pro-football-reference.com/players/B/BensCe00.htm
Cedric Cobbs,RB,4.0,1981-01-09,19.64,2000.0,19.64,0.219,0.219,0.0,0.0,0.0,0.0,,,,,,,,2000.0,19.64,0.007,0.007,0.0,0.0,0.0,0.0,,,,,,,,2001.0,20.64,-0.001,-0.001,0.0,0.0,0.0,0.0,,,,,,,,2001.0,20.64,0.455,0.455,0.0,0.0,0.0,0.0,,,,,,,1981-01-09,https://www.pro-football-reference.com/players/C/CobbCe00.htm
Cedric Houston,RB,6.0,1982-06-28,20.18,2001.0,19.18,0.041,0.041,0.0,0.0,0.0,0.0,,,,,,,,2002.0,20.18,0.01,0.01,0.0,0.0,0.0,0.0,,,,,,,,2002.0,20.18,0.362,0.362,0.0,0.0,0.0,0.0,,,,,,,,2003.0,21.18,0.158,0.158,0.0,0.0,0.0,0.0,,,,,,,1982-06-28,https://www.pro-football-reference.com/players/H/HousCe00.htm
Cedric Humes,RB,7.0,1983-08-07,,2002.0,19.07,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2002.0,19.07,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2003.0,20.07,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2003.0,20.07,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1983-08-07,https://en.wikipedia.org/wiki/Cedric_Humes
Cedric Peerman,RB,6.0,1986-10-10,,2005.0,18.89,0.144,0.137,0.0,0.0,0.0,0.0,,,,,,,,2005.0,18.89,0.036,0.034,0.0,0.0,0.0,0.0,,,,,,,,2006.0,19.89,0.041,0.039,0.0,0.0,0.0,0.0,,,,,,,,2006.0,19.89,0.01,0.01,0.0,0.0,0.0,0.0,,,,,,,1986-10-10,https://www.pro-football-reference.com/players/P/PeerCe00.htm
Chad Morton,RB,5.0,1977-04-04,,2000.0,23.41,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977-04-04,https://www.pro-football-reference.com/players/M/MortCh00.htm
Chandler Cox,RB,7.0,1996-07-29,,2015.0,19.09,0.006,0.006,0.0,0.0,0.0,0.0,,,,,,,,2016.0,20.09,0.045,0.045,-0.001,-0.001,0.0,0.0,,,,,,,,2016.0,20.09,0.009,0.009,-0.001,-0.001,0.0,0.0,,,,,,,,2017.0,21.09,0.012,0.012,0.0,0.0,0.0,0.0,,,,,,,1996-07-29,https://www.pro-football-reference.com/players/C/CoxxCh01.htm
Charles Scott,RB,6.0,1739-04,,2006.0,,0.126,0.126,0.0,0.0,0.0,0.0,,,,,,,,2006.0,,0.004,0.004,0.0,0.0,0.0,0.0,,,,,,,,2007.0,,0.053,0.053,0.0,0.0,0.0,0.0,,,,,,,,2007.0,,0.138,0.138,0.0,0.0,0.0,0.0,,,,,,,,https://en.wikipedia.org/wiki/Charles_Scott_(governor)
Charles Sims,RB,3.0,1990-09-19,,2009.0,18.95,0.153,0.107,0.0,0.0,0.0,0.0,,,,,,,,2009.0,18.95,0.073,0.051,0.0,0.0,0.0,0.0,,,,,,,,2011.0,20.95,0.083,0.058,0.0,0.0,0.0,0.0,,,,,,,,2011.0,20.95,0.148,0.104,0.0,0.0,0.0,0.0,,,,,,,1990-09-19,https://www.pro-football-reference.com/players/S/SimsCh00.htm
Chase Brown,RB,5.0,2000-03-21,20.45,2018.0,18.45,0.019,0.018,0.0,0.0,0.0,0.0,,,,,,,,2018.0,18.45,0.089,0.084,0.0,0.0,0.0,0.0,,,,,,,,2019.0,19.45,0.004,0.004,0.0,0.0,0.0,0.0,,,,,,,,2020.0,20.45,0.371,0.371,0.0,0.0,0.0,0.0,,,,,,,2000-03-21,https://www.pro-football-reference.com/players/B/BrowCh10.htm
Chase Edmonds,RB,4.0,1996-04-13,,2023.0,27.38,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,2024.0,28.39,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-04-13,https://www.pro-football-reference.com/players/E/EdmoCh00.htm
Chauncey Washington,RB,7.0,1985-04-29,21.34,2003.0,18.34,0.009,0.005,0.0,0.0,0.0,0.0,,,,,,,,2003.0,18.34,0.001,0.0,0.0,0.0,0.0,0.0,,,,,,,,2006.0,21.34,0.258,0.155,0.0,0.0,0.0,0.0,,,,,,,,2006.0,21.34,0.014,0.008,0.0,0.0,0.0,0.0,,,,,,,1985-04-29,https://www.pro-football-reference.com/players/W/WashCh00.htm
Chester Taylor,RB,6.0,1979-09-22,20.94,2000.0,20.94,1.136,0.795,0.0,0.0,0.0,0.0,,,,,,,,2000.0,20.94,0.077,0.054,0.0,0.0,0.0,0.0,,,,,,,,2001.0,21.94,0.131,0.092,0.059,0.041,0.0,0.0,,,,,,,,2001.0,21.94,0.837,0.586,0.059,0.041,0.0,0.0,,,,,,,1979-09-22,https://www.pro-football-reference.com/players/T/TaylCh01.htm
Chris Barnes,RB,5.0,1967-12-29,,2000.0,32.68,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2000.0,32.68,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2002.0,34.67,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2024.0,56.68,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1967-12-29,https://en.wikipedia.org/wiki/Chris_Barnes_(musician)
Chris Brown,RB,3.0,1978-05-09,23.32,2001.0,23.32,0.007,0.007,0.0,0.0,0.0,0.0,,,,,,,,2001.0,23.32,0.725,0.689,0.0,0.0,0.0,0.0,,,,,,,,2002.0,24.31,0.01,0.01,0.0,0.0,0.0,0.0,,,,,,,,2002.0,24.31,1.058,1.005,0.0,0.0,0.0,0.0,,,,,,,1978-05-09,https://www.pro-football-reference.com/players/B/BrowCh25.htm
Chris Carson,RB,7.0,1994-09-16,21.96,2015.0,20.96,0.113,0.108,0.001,0.001,0.0,0.0,,,,,,,,2015.0,20.96,0.019,0.018,0.001,0.001,0.0,0.0,,,,,,,,2016.0,21.96,0.222,0.21,0.003,0.003,0.0,0.0,,,,,,,,2016.0,21.96,0.032,0.031,0.003,0.003,0.0,0.0,,,,,,,1994-09-16,https://www.pro-football-reference.com/players/C/CarsCh00.htm
Chris Davis,RB,4.0,1979-11-08,,2000.0,20.82,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2000.0,20.82,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2001.0,21.82,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2001.0,21.82,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1979-11-08,https://www.pro-football-reference.com/players/D/DaviCh24.htm
Chris Evans,RB,6.0,1997-10-05,18.91,2016.0,18.91,0.211,0.211,0.0,0.0,0.0,0.0,,,,,,,,2016.0,18.91,0.016,0.016,0.0,0.0,0.0,0.0,,,,,,,,2017.0,19.91,0.091,0.091,0.0,0.0,0.0,0.0,,,,,,,,2017.0,19.91,0.487,0.487,0.0,0.0,0.0,0.0,,,,,,,1997-10-05,https://www.pro-football-reference.com/players/E/EvanCh02.htm
Chris Henry,RB,2.0,1983-05-17,,2002.0,19.29,0.132,0.1,0.0,0.0,0.0,0.0,,,,,,,,2002.0,19.29,0.004,0.003,0.0,0.0,0.0,0.0,,,,,,,,2003.0,20.29,0.007,0.004,0.0,0.0,0.0,0.0,,,,,,,,2003.0,20.29,0.003,0.002,0.0,0.0,0.0,0.0,,,,,,,1983-05-17,https://www.pro-football-reference.com/players/H/HenrCh00.htm
Chris Johnson,RB,1.0,1979-09-25,22.93,2000.0,20.94,0.004,0.003,0.0,0.0,0.0,0.0,,,,,,,,2000.0,20.94,0.097,0.068,0.0,0.0,0.0,0.0,,,,,,,,2001.0,21.94,0.127,0.089,0.0,0.0,0.0,0.0,,,,,,,,2002.0,22.93,0.274,0.192,0.0,0.0,0.0,0.0,,,,,,,1979-09-25,https://www.pro-football-reference.com/players/J/JohnCh26.htm
Chris Massey,RB,7.0,1979-08-21,,2001.0,22.03,-0.001,-0.001,0.0,0.0,0.0,0.0,,,,,,,,2002.0,23.03,0.004,0.004,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-08-21,https://www.pro-football-reference.com/players/M/MassCh00.htm
Chris Ogbonnaya,RB,7.0,1986-05-20,,2005.0,19.29,0.032,0.03,0.0,0.0,0.0,0.0,,,,,,,,2005.0,19.29,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2006.0,20.28,0.03,0.028,0.0,0.0,0.0,0.0,,,,,,,,2006.0,20.28,0.008,0.007,0.0,0.0,0.0,0.0,,,,,,,1986-05-20,https://www.pro-football-reference.com/players/O/OgboCh00.htm
Chris Perry,RB,1.0,1981-12-27,,2000.0,18.68,0.188,0.188,0.0,0.0,0.0,0.0,,,,,,,,2001.0,19.68,0.01,0.01,0.0,0.0,0.0,0.0,,,,,,,,2001.0,19.68,0.152,0.152,0.0,0.0,0.0,0.0,,,,,,,,2002.0,20.68,0.026,0.026,0.0,0.0,0.0,0.0,,,,,,,1981-12-27,https://www.pro-football-reference.com/players/P/PerrCh00.htm
Chris Rainey,RB,5.0,1988-03-02,,2007.0,19.5,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,2008.0,20.5,0.006,0.006,0.0,0.0,0.0,0.0,,,,,,,,2008.0,20.5,0.169,0.169,0.0,0.0,0.0,0.0,,,,,,,,2009.0,21.5,0.176,0.176,0.0,0.0,0.0,0.0,,,,,,,1988-03-02,https://www.pro-football-reference.com/players/R/RainCh00.htm
Chris Rodriguez,RB,6.0,2000-09-26,,2008.0,7.93,0.003,0.002,0.0,0.0,0.0,0.0,,,,,,,,2008.0,7.93,0.003,0.002,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-09-26,https://www.pro-football-reference.com/players/R/RodrCh00.htm
Chris Thompson,RB,5.0,1982-05-19,28.29,2009.0,27.29,-0.001,-0.001,0.0,0.0,0.0,0.0,,,,,,,,2009.0,27.29,0.079,0.076,0.0,0.0,0.0,0.0,,,,,,,,2009.0,27.29,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,2010.0,28.29,0.269,0.255,0.0,0.0,0.0,0.0,,,,,,,1982-05-19,https://www.pro-football-reference.com/players/T/ThomCh24.htm
Christian McCaffrey,RB,1.0,1996-06-07,19.23,2014.0,18.23,0.05,0.048,0.0,0.0,0.0,0.0,,,,,,,,2014.0,18.23,0.092,0.087,0.0,0.0,0.0,0.0,,,,,,,,2015.0,19.23,0.474,0.45,0.04,0.038,0.0,0.0,,,,,,,,2015.0,19.23,0.192,0.182,0.04,0.038,0.0,0.0,,,,,,,1996-06-07,https://www.pro-football-reference.com/players/M/McCaCh01.htm
Christine Michael,RB,2.0,1990-11-09,18.81,2009.0,18.81,0.282,0.268,0.0,0.0,0.0,0.0,,,,,,,,2009.0,18.81,0.009,0.009,0.0,0.0,0.0,0.0,,,,,,,,2010.0,19.81,0.159,0.151,0.0,0.0,0.0,0.0,,,,,,,,2010.0,19.81,0.024,0.023,0.0,0.0,0.0,0.0,,,,,,,1990-11-09,https://www.pro-football-reference.com/players/M/MichCh00.htm
Chuba Hubbard,RB,4.0,1999-06-11,20.22,2018.0,19.23,0.059,0.056,0.0,0.0,0.0,0.0,,,,,,,,2018.0,19.23,0.198,0.188,0.0,0.0,0.0,0.0,,,,,,,,2019.0,20.22,0.816,0.775,0.0,0.0,0.0,0.0,,,,,,,,2019.0,20.22,0.034,0.032,0.0,0.0,0.0,0.0,,,,,,,1999-06-11,https://www.pro-football-reference.com/players/H/HubbCh01.htm
Ciatrick Fason,RB,4.0,1982-10-29,,2002.0,19.84,0.027,0.027,0.0,0.0,0.0,0.0,,,,,,,,2003.0,20.84,0.166,0.166,0.0,0.0,0.0,0.0,,,,,,,,2003.0,20.84,0.097,0.097,0.0,0.0,0.0,0.0,,,,,,,,2004.0,21.84,0.075,0.075,0.0,0.0,0.0,0.0,,,,,,,1982-10-29,https://www.pro-football-reference.com/players/F/FasoCi00.htm
Clinton Portis,RB,2.0,1981-09-01,,2000.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2000.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2001.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2001.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1981-09-01,https://www.pro-football-reference.com/players/P/PortCl00.htm
Clyde Edwards-Helaire,RB,1.0,1999-04-11,19.39,2017.0,18.39,0.009,0.009,0.0,0.0,0.0,0.0,,,,,,,,2017.0,18.39,0.006,0.006,0.0,0.0,0.0,0.0,,,,,,,,2018.0,19.39,0.016,0.016,0.031,0.031,0.0,0.0,,,,,,,,2018.0,19.39,0.317,0.317,0.031,0.031,0.0,0.0,,,,,,,1999-04-11,https://en.wikipedia.org/wiki/Clyde_Edwards-Helaire
Correll Buckhalter,RB,4.0,1978-10-06,21.91,2000.0,21.91,0.626,0.595,0.0,0.0,0.0,0.0,,,,,,,,2000.0,21.91,0.08,0.076,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978-10-06,https://www.pro-football-reference.com/players/B/BuckCo00.htm
Cory Boyd,RB,7.0,1985-08-06,21.07,2003.0,18.07,0.175,0.175,0.0,0.0,0.0,0.0,,,,,,,,2003.0,18.07,0.073,0.073,0.0,0.0,0.0,0.0,,,,,,,,2004.0,19.07,0.117,0.117,0.0,0.0,0.0,0.0,,,,,,,,2006.0,21.07,0.293,0.293,0.0,0.0,0.0,0.0,,,,,,,1985-08-06,https://www.pro-football-reference.com/players/B/BoydCo01.htm
Cullen Gillaspia,RB,7.0,1995-05-12,,2018.0,23.31,0.008,0.008,0.0,0.0,0.0,0.0,,,,,,,,2018.0,23.31,0.025,0.025,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-05-12,https://www.pro-football-reference.com/players/G/GillCu00.htm
Curtis Keaton,RB,4.0,1976-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976-10-18,https://www.pro-football-reference.com/players/K/KeatCu00.htm
Cyrus Gray,RB,6.0,1989-11-18,,2008.0,18.79,0.01,0.009,0.0,0.0,0.0,0.0,,,,,,,,2008.0,18.79,0.082,0.078,0.0,0.0,0.0,0.0,,,,,,,,2009.0,19.79,0.187,0.177,0.0,0.0,0.0,0.0,,,,,,,,2009.0,19.79,0.064,0.061,0.0,0.0,0.0,0.0,,,,,,,1989-11-18,https://www.pro-football-reference.com/players/G/GrayCy00.htm
D'Andre Swift,RB,2.0,1999-01-14,19.63,2017.0,18.63,0.05,0.05,0.0,0.0,0.0,0.0,,,,,,,,2017.0,18.63,0.179,0.179,0.0,0.0,0.0,0.0,,,,,,,,2018.0,19.63,0.091,0.091,0.0,0.0,0.0,0.0,,,,,,,,2018.0,19.63,0.313,0.313,0.0,0.0,0.0,0.0,,,,,,,1999-01-14,https://www.pro-football-reference.com/players/S/SwifDA00.htm
D'Onta Foreman,RB,3.0,1996-04-24,19.35,2014.0,18.35,0.014,0.013,0.0,0.0,0.0,0.0,,,,,,,,2014.0,18.35,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,2015.0,19.35,0.472,0.449,0.0,0.0,0.0,0.0,,,,,,,,2015.0,19.35,0.018,0.017,0.0,0.0,0.0,0.0,,,,,,,1996-04-24,https://www.pro-football-reference.com/players/F/ForeDO00.htm
DJ Giddens,RB,5.0,2003-08-26,19.02,2022.0,19.02,0.017,0.016,0.0,0.0,0.0,0.0,,,,,,,,2022.0,19.02,0.231,0.219,0.0,0.0,0.0,0.0,,,,,,,,2023.0,20.02,0.362,0.344,0.0,0.0,0.0,0.0,,,,,,,,2023.0,20.02,0.102,0.096,0.0,0.0,0.0,0.0,,,,,,,2003-08-26,https://www.pro-football-reference.com/players/G/GiddDJ00.htm
Da'Rel Scott,RB,7.0,1988-05-02,20.33,2007.0,19.33,0.066,0.063,0.0,0.0,0.0,0.0,,,,,,,,2007.0,19.33,0.026,0.024,0.0,0.0,0.0,0.0,,,,,,,,2008.0,20.33,0.032,0.03,0.035,0.033,0.0,0.0,,,,,,,,2008.0,20.33,0.477,0.454,0.035,0.033,0.0,0.0,,,,,,,1988-05-02,https://www.pro-football-reference.com/players/S/ScotDa01.htm
Dalvin Cook,RB,2.0,1995-08-10,19.06,2014.0,19.06,0.273,0.259,0.0,0.0,0.0,0.0,,,,,,,,2014.0,19.06,0.024,0.023,0.0,0.0,0.0,0.0,,,,,,,,2015.0,20.06,0.686,0.652,0.0,0.0,0.0,0.0,,,,,,,,2015.0,20.06,0.059,0.056,0.0,0.0,0.0,0.0,,,,,,,1995-08-10,https://www.pro-football-reference.com/players/C/CookDa01.htm
Dameon Pierce,RB,4.0,2000-02-19,,2018.0,18.53,0.021,0.021,0.0,0.0,0.0,0.0,,,,,,,,2018.0,18.53,0.112,0.112,0.0,0.0,0.0,0.0,,,,,,,,2019.0,19.53,0.1,0.1,0.0,0.0,0.0,0.0,,,,,,,,2019.0,19.53,0.004,0.004,0.0,0.0,0.0,0.0,,,,,,,2000-02-19,https://www.pro-football-reference.com/players/P/PierDa01.htm
Damien Harris,RB,3.0,1997-02-11,,2015.0,18.55,0.017,0.017,0.0,0.0,0.0,0.0,,,,,,,,2015.0,18.55,0.002,0.002,0.0,0.0,0.0,0.0,,,,,,,,2016.0,19.55,0.144,0.144,0.0,0.0,0.0,0.0,,,,,,,,2016.0,19.55,0.054,0.054,0.0,0.0,0.0,0.0,,,,,,,1997-02-11,https://www.pro-football-reference.com/players/H/HarrDa06.htm
Damien Martinez,RB,7.0,2004-01-31,18.58,2022.0,18.58,0.012,0.011,0.0,0.0,0.0,0.0,,,,,,,,2022.0,18.58,0.408,0.388,0.0,0.0,0.0,0.0,,,,,,,,2023.0,19.58,0.361,0.343,0.0,0.0,0.0,0.0,,,,,,,,2023.0,19.58,0.02,0.019,0.0,0.0,0.0,0.0,,,,,,,2004-01-31,https://en.wikipedia.org/wiki/Damien_Martinez
